water_risk_id,indicator,year,scenario,value,main_id,source_id
water_risk-3f490561-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),BC-MAIN-3f490561,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3f490561-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),BC-MAIN-3f490561,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3f490561-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),BC-MAIN-3f490561,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3f490561-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),BC-MAIN-3f490561,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-3f490561-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),BC-MAIN-3f490561,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Medium - High (0 to 1),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-586679b9-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),QC-MAIN-586679b9,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Medium - High (0 to 1),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-pes-3,Interannual Variability Label,2050,pes,Low (<0.25),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-dd723db4-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),NL-MAIN-dd723db4,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,High (1 to 5),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-bau-3,Interannual Variability Label,2030,bau,Medium - High (0.50-0.75),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-pes-3,Interannual Variability Label,2030,pes,Medium - High (0.50-0.75),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2030-opt-3,Interannual Variability Label,2030,opt,Medium - High (0.50-0.75),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-bau-3,Interannual Variability Label,2050,bau,Medium - High (0.50-0.75),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-pes-3,Interannual Variability Label,2050,pes,Medium - High (0.50-0.75),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2050-opt-3,Interannual Variability Label,2050,opt,Medium - High (0.50-0.75),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-bau-3,Interannual Variability Label,2080,bau,Medium - High (0.50-0.75),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-pes-3,Interannual Variability Label,2080,pes,Medium - High (0.50-0.75),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-7001a391-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),ON-MAIN-7001a391,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,High (1 to 5),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-bau-3,Interannual Variability Label,2030,bau,Medium - High (0.50-0.75),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-pes-3,Interannual Variability Label,2030,pes,Medium - High (0.50-0.75),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2030-opt-3,Interannual Variability Label,2030,opt,Medium - High (0.50-0.75),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-bau-3,Interannual Variability Label,2050,bau,Medium - High (0.50-0.75),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-pes-3,Interannual Variability Label,2050,pes,Medium - High (0.50-0.75),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2050-opt-3,Interannual Variability Label,2050,opt,Medium - High (0.50-0.75),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-bau-3,Interannual Variability Label,2080,bau,Medium - High (0.50-0.75),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-pes-3,Interannual Variability Label,2080,pes,Medium - High (0.50-0.75),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a34108c-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),ON-MAIN-9a34108c,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,High (1 to 5),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-bau-3,Interannual Variability Label,2030,bau,Medium - High (0.50-0.75),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2030-opt-3,Interannual Variability Label,2030,opt,Medium - High (0.50-0.75),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-bau-3,Interannual Variability Label,2050,bau,Medium - High (0.50-0.75),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-pes-3,Interannual Variability Label,2050,pes,Medium - High (0.50-0.75),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2050-opt-3,Interannual Variability Label,2050,opt,Medium - High (0.50-0.75),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-bau-3,Interannual Variability Label,2080,bau,Medium - High (0.50-0.75),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-pes-3,Interannual Variability Label,2080,pes,Medium - High (0.50-0.75),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6bd6cc80-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),ON-MAIN-6bd6cc80,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
